id,sitecode,sakename,kuramoto,address,is_junmai,seimaibuai,alcohol,nihonsyudo,sando,aminosando,etc1,etc2,etc3,etc4,etc5,etc6,etc7,etc8
85,299,秋宵 ひやおろし,蔵元：盛川酒造株式会社,蔵元：広島県呉市安浦町原畑44,純米,精米歩合：65%,度数：15度以上16度未満,None,None,None,原材料：米・米こうじ,,,,,,,
86,302,阿櫻 純米大吟醸,蔵元：阿桜酒造株式会社,蔵元：秋田県横手市大沢字西野67-2,純米,精米歩合：43%,度数：16度,None,None,None,原材料：米・米こうじ,,,,,,,
87,304,隠し剣 超長期醗酵 大吟醸,蔵元：酒六酒造株式会社,蔵元：愛媛県喜多郡内子町内子3279-1,純米,精米歩合：50%,度数：15度以上16度未満,None,None,None,原材料：米・米こうじ,,,,,,,
88,306,ひと夏熟成　槽汲み,蔵元：株式会社杜の蔵,蔵元：福岡県久留米市三潴町玉満2773,純米,精米歩合：65%,度数：17度,None,None,None,原材料：米・米こうじ,,,,,,,
89,308,聖,蔵元：聖酒造株式会社,蔵元：群馬県渋川市北橘町下箱田380,純米,精米歩合：60%,度数：16度以上17度未満,None,None,None,原材料：米・米こうじ,,,,,,,
90,310,はねぎ搾り 純米吟醸酒,蔵元：合資会社 吉田屋,蔵元：長崎県南島原市有家町山川785,純米,精米歩合：60%,度数：14度以上15度未満,None,None,None,原材料：米・米こうじ,,,,,,,
91,325,東龍 純米大吟醸,蔵元：東春酒造株式会社,蔵元：愛知県名古屋市守山区瀬古東3-1605,純米,精米歩合：35%,度数：15度以上16度未満,日本酒度：+2,酸度：1.3,アミノ酸度：1.1,原材米：山田錦100%,原材料：米・米こうじ,,,,,,
92,337,月輪　杜氏　横沢裕子,蔵元：（有）月の輪酒造店,蔵元：岩手県柴波町高水寺字向畑101,純米,精米歩合：65%,度数：15度,None,None,None,原材料：米・米こうじ,,,,,,,
93,339,蒲原 純米吟醸,蔵元：下越酒造株式会社,蔵元：新潟県東蒲原郡阿賀町津川3644,純米,精米歩合：精米歩合：麹米50％、掛米50%,度数：16～17度,None,None,None,原材料：米・米こうじ,,,,,,,
94,341,萬年雪 超辛口,蔵元：森田酒造株式会社,蔵元：岡山県倉敷市本町8-8,非純米,精米歩合：70%,度数：17～18度未満,None,None,None,原材料：米・米こうじ・醸造アルコール,,,,,,,
95,343,蔵出ししぼりたて 杵の川,蔵元：株式会社杵の川,蔵元：長崎県諌早市土師野尾町17-4,非純米,None,度数：19度,None,None,None,原材料：米・米こうじ・醸造アルコール,,,,,,,
96,345,貴,蔵元：株式会社永山本家酒造場,蔵元：山口県宇部市車地138,純米,精米歩合：50%,度数：16度以上17度未満,None,None,None,原材料：米・米こうじ,,,,,,,
97,347,神亀 純米酒,蔵元：神亀酒造株式会社,蔵元：埼玉県蓮田市大字馬込1978,純米,None,度数：15度以上16度未満,None,None,None,原材料：米・米麹,,,,,,,
98,349,スーパーくどき上手 純米大吟醸,蔵元：亀の井酒造株式会社,蔵元：山形県鶴岡市羽黒町戸野福の内一,None,精米歩合：30%,度数：17.0以上～18.0度未満,日本酒度：＋1.0,酸度：1.2,None,原材料：米・米こうじ,原料米：改良信交100%,使用酵母：M310,,,,,
99,351,龍力 米のささやき 大吟醸,蔵元：株式会社　本田商店,蔵元：兵庫県姫路市網干区高田361-1,非純米,精米歩合：35%,度数：17度以上18度未満,日本酒度：+3.0,酸度：1.2,アミノ酸度：0.9,原材料：米・米こうじ・醸造アルコール,原料米：山田錦100%,原料米産地：兵庫県特A地区,杜氏氏名：藤原光雄,,,,
100,353,龍力 純米しぼりたて,蔵元：株式会社　本田商店,蔵元：兵庫県姫路市網干区高田361-1,純米,精米歩合：65%,度数：18度以上19度未満,None,None,None,原材料：米・米こうじ,,,,,,,
101,358,白岳仙 山田錦十六号 中取り,蔵元：安本酒造有限会社,蔵元：福井県福井市安原町7-4,純米,精米歩合　：55%,度数　：15度以上16度未満,None,None,None,原料　：　米・米こうじ,,,,,,,
102,372,誠鏡 生詰原酒,蔵元：中尾醸造 株式会社,蔵元：広島県竹原市中央5-9-14,純米,精米歩合　：65%,度数　：16～17度未満,日本酒度　：-1,酸度　：1度5分,None,原料　：　米・米こうじ,,,,,,,
103,375,独楽蔵 純米吟醸,蔵元：株式会社杜の蔵,蔵元：福岡県久留米市三潴町玉満2773,純米,精米歩合：55%,度数：15度,None,None,None,原材料：米・米こうじ,,,,,,,
104,393,常山 特選純米酒,蔵元：常山酒造合資会社,蔵元：福井県福井市御幸1-19-10,純米,精米歩合：60%,度数：15.0～16.0度未満,None,酸度：1.4,None,原材料名：米、米こうじ,原料米：五百万石100%使用,,,,,,
105,397,墨廼江 純米吟醸 生,蔵元：墨廼江酒造株式会社,蔵元：宮城県石巻市千石町8-43,純米,精米歩合：55%,度数：16.0～17.0度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
106,399,亀酔,蔵元：米鶴酒造株式会社,蔵元：山形県東置賜郡高畠町二井宿1076,純米,精米歩合：60%,度数：15度,日本酒度：+1～+3,None,None,原材料名：米、米こうじ,,,,,,,
107,401,諏訪浪漫 純米大吟醸,蔵元：麗人酒造株式会社,蔵元：長野県諏訪市諏訪２－９－２１,純米,精米歩合：49%,度数：15度以上～16度未満,日本酒度：+1,酸度：1.5,アミノ酸度：1.0,原材料名：米、米こうじ,,,,,,,
108,403,真野鶴 辛口吟醸,蔵元：尾畑酒造株式会社,蔵元：新潟県佐渡市真野新町449,非純米,精米歩合：55%,度数：15度以上～16度未満,日本酒度：+5～7,酸度：1.2前後,アミノ酸度：1.0前後,原材料名：米、米こうじ、醸造アルコール,,,,,,,
109,406,峰乃白梅 超淡麗辛口,蔵元：福井酒造株式会社,蔵元：新潟県新潟市西蒲区福井1833,純米,精米歩合：65%,度数：15度以上～16度未満,日本酒度：+8,None,None,原材料名：米、米こうじ,,,,,,,
110,408,播州一献 純米吟醸,蔵元：山陽盃酒造株式会社,蔵元：兵庫県宍粟市山崎町山崎２８,純米,精米歩合：55%,度数：15度以上～16度未満,日本酒度：+3,None,None,原材料名：米、米こうじ,,,,,,,
111,410,米百俵 純米吟醸,蔵元：栃倉酒造株式会社,蔵元：新潟県長岡市大積町１丁目  乙274?3,純米,精米歩合：50%,度数：15度以上～16度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
112,412,秋鹿 純米吟醸 生酒,蔵元：秋鹿酒造,蔵元：大阪府豊能郡能勢町倉垣１００７,純米,精米歩合　：　60%,度数　：　15.0～16.0度未満,None,None,None,原材料　：　米、米こうじ,原料米　：　能勢産山田錦100%,,,,,,
113,422,賀茂鶴 大吟醸,蔵元：賀茂鶴酒造株式会社,蔵元：広島県東広島市西条本町4-31,非純米,精米歩合：50%,度数：16.0～17.0度未満,None,None,None,原材料：米、米こうじ、醸造アルコール、金箔,原料米：能勢産山田錦100%,,,,,,
114,424,まほろば,蔵元：米鶴酒造株式会社,蔵元：山形県東置賜郡高畠町二井宿1076,純米,精米歩合：60%,度数：15度,日本酒度：+1～+3,None,None,原材料名：米、米こうじ,,,,,,,
115,426,松浦一 純米吟醸,蔵元：松浦一酒造株式会社,蔵元：佐賀県伊万里市山代町楠久312,純米,精米歩合：50%,アルコール度数：15度,日本酒度：-2,酸度：1.6,None,原料：米・米麹,原料米：赤磐雄町100%,,,,,,
116,428,米の極,蔵元：菊川株式会社,蔵元：岐阜県各務原市鵜沼西町1-543,純米,None,アルコール度数：15度以上16度未満,None,None,None,原料：米・米麹,,,,,,,
117,430,阿波鶴,蔵元：明星酒造有限会社,蔵元：徳島県美馬市美馬町喜来市71-1,非純米,None,アルコール度数：15度以上16度未満,None,None,None,原料：米、米麹、醸造アルコール,,,,,,,
118,432,極上黒松剣菱,蔵元：剣菱酒造有限会社,蔵元：神戸市東灘区深江浜町53,非純米,None,アルコール度数：16.8度,None,None,None,原料：米、米麹、醸造アルコール,,,,,,,
119,434,奥の松 純米吟醸,蔵元：奥の松酒造株式会社,蔵元：福島県二本松市長命69,None,精米歩合：58%,アルコール度数：15度,日本酒度：+1.0,酸度：1.4,None,原料：米、米麹,,,,,,,
120,440,春霞　純米　無濾過生,蔵元：（名）栗林酒造店,蔵元：秋田県仙北郡美郷町六郷字米町56,None,精米歩合：60%,アルコール度数：16度以上17度未満,日本酒度：-1.0,酸度：1.7,None,原料：米（国産）、米麹（国産米）,原料米：美山錦100%,使用酵母：K-901,,,,,
121,445,原田 純米吟醸,蔵元：株式会社はつもみぢ,蔵元：山口県周南市飯島町1-40,None,精米歩合：50%,アルコール度数：15度以上16度未満,日本酒度：+3,酸度：1.6,None,原料：米（山口県産）、米麹（山口県産米）,原料米：山田100%,,,,,,
122,447,水尾 純米吟醸,蔵元：株式会社田中屋酒造店,蔵元：長野県飯山市大字飯山2227,None,精米歩合：49%,アルコール度数：15度以上16度未満,None,None,None,原料：米、米麹,原料米：金紋錦100%（長野県産木島平村産）,,,,,,
123,455,肥前蔵心 純米吟醸　生貯蔵酒,蔵元：矢野酒造株式会社,蔵元：佐賀県鹿島市大字高津原3903-1,純米,精米歩合　：55%,度数　：15度以上16度未満,None,None,None,原料　：　米・米こうじ,,,,,,,
124,458,豊潤　純米吟醸,蔵元：株式会社 小松酒造場,蔵元：大分県宇佐市大字長洲3341,純米,精米歩合：50%,度数：16度,None,None,None,原料：米・米こうじ,,,,,,,
125,466,月山 純米吟醸,蔵元：吉田酒造株式会社,蔵元：島根県安来市広瀬町広瀬1216,純米,精米歩合：55%,度数：17度以上18度未満,日本酒度：+3.0,酸度：1.5,None,原料：米・米こうじ,原料米：佐香錦100%,,,,,,
126,470,〆張鶴　樽酒,蔵元：宮尾酒造株式会社,蔵元：新潟県村上市上片町5-15,非純米,None,度数：15度以上16度未満,None,None,None,原料：米・米こうじ・醸造用アルコール,,,,,,,
127,473,文佳人 純米吟醸 辛口,蔵元：株式会社アリサワ　有澤酒造場,蔵元：高知県香美市土佐山田町西本町1-4-1,純米,精米歩合：55%,度数：15度以上16度未満,None,None,None,原料：米・米こうじ,,,,,,,
128,477,麒麟山 大吟醸 辛口,蔵元：麒麟山酒造株式会社,蔵元：新潟県東蒲原郡阿賀町津川46,非純米,精米歩合：45%,度数：15度以上16度未満,None,None,None,原料：米・米こうじ・醸造アルコール,,,,,,,
129,481,天吹　純米吟醸,蔵元：天吹酒造合資会社,蔵元：佐賀県三養基郡みやき町大字東尾2894,純米,精米歩合　：55%,度数　：16度以上17度未満,None,None,None,原料　：　米・米こうじ,酵母　：　なでしこ酵母,,,,,,
130,487,相模灘　純米吟醸,蔵元：久保田酒造株式会社,蔵元：神奈川県相模原市緑区根小屋７０２,純米,精米歩合　：50%,度数　：16度,None,None,None,原料　：　米・米こうじ,,,,,,,
131,490,楯野川 純米大吟,蔵元：楯の川酒造株式会社,蔵元：山形県酒田市山楯字清水田27,純米,精米歩合：0%,度数：15度以上16度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
132,494,菊姫 姫,蔵元：菊姫合資会社,蔵元：石川県白山市鶴来新町夕-8,非純米,None,度数　：　14.0～15.0度未満,None,None,None,原材料名：米・米こうじ・醸造アルコール,,,,,,,
133,497,菊姫 菊,蔵元：菊姫合資会社,蔵元：石川県白山市鶴来新町夕-8,非純米,None,度数　：　15.0～16.0度未満,None,None,None,原材料名：米・米こうじ・醸造アルコール,,,,,,,
134,502,宮の松 純米酒 七割磨き,蔵元：合名会社 松尾酒造場,蔵元：佐賀県西松浦郡有田町大木宿乙617,純米,精米歩合：70%,度数：15度,None,None,None,原材料名：米・米こうじ,,,,,,,
135,512,はねぎ搾り 純米酒,蔵元：合資会社 吉田屋,蔵元：長崎県南島原市有家町山川785,純米,精米歩合：70%,度数：14度以上15度未満,None,None,None,原材料：米・米こうじ,,,,,,,
136,514,瑞冠 純米吟醸 山ハイ仕込,蔵元：山岡酒造株式会社,蔵元：広島県三次市甲奴町西野489-1,純米,精米歩合：60%,度数：16度以上17度未満,None,None,None,原材料：米・米こうじ,,,,,,,
137,516,やまたのおろち 超辛・特別純米,蔵元：李白酒造有限会社,蔵元：島根県松江市石橋町335,純米,精米歩合：58%,度数：15度以上16度未満,None,None,None,原材料：米・米こうじ,,,,,,,
138,518,菊姫　特撰　純米,蔵元：菊姫合資会社,蔵元：石川県白山市鶴来新町夕-8,純米,精米歩合：65%,度数　：　16.0～17.0度未満,None,None,None,原材料名：米・米こうじ,原料米：兵庫県三木市吉川町（特A地区）産　山田錦100%使用,,,,,,
139,520,垂氷 純米,蔵元：大澤酒造株式会社,蔵元：長野県佐久市茂田井2206,None,精米歩合：麹米60% 掛米65%,度数：16.0以上～17.0度未満,None,None,None,原材料：米・米こうじ,原料米：兵庫県産山田錦100%使用,,,,,,
140,522,天吹　純米吟醸 生もと,蔵元：天吹酒造合資会社,蔵元：佐賀県三養基郡みやき町大字東尾2894,None,精米歩合　：55%,度数　：16度,None,None,None,原料　：　米・米こうじ,原料米　：　山田錦100%,酵母　：　月下美人酵母,,,,,
141,524,李白 純米大吟醸,蔵元：李白酒造有限会社,蔵元：島根県松江市石橋町335,純米,精米歩合：45%,度数：16度以上17度未満,None,None,None,原材料：米・米こうじ,,,,,,,
142,527,菊姫 ひやおろし,蔵元：菊姫合資会社,蔵元：石川県白山市鶴来新町夕-8,純米,精米歩合：65%,度数：18.0度未満,None,None,None,原材料名：米・米こうじ,原料米：兵庫県三木市吉川町（特A地区）産　山田錦100%使用,,,,,,
143,531,風の森,蔵元：油長酒造株式会社,蔵元：奈良県御所市本町1160,純米,精米歩合：45%,度数：17度,None,None,None,原材料名：米・米こうじ,,,,,,,
144,533,玉出泉 ひやおろし,蔵元：大賀酒造株式会社,蔵元：福岡県筑紫野市二日市中央4-9-1,純米,精米歩合：65%,度数：14度,None,None,None,原材料名：米・米こうじ,,,,,,,
145,538,賀茂鶴　純米吟醸　にごり,蔵元：賀茂鶴酒造株式会社,蔵元：広島県東広島市西条本町4-31,純米,精米歩合：60%,度数：15.0～16.0度未満,日本酒度：-20,None,None,原材料：米、米こうじ,,,,,,,
146,542,大信州 純米吟醸 ひやおろし,蔵元：大信州酒造株式会社,蔵元：長野県松本市島立2380,純米,精米歩合：50%,度数：16度,None,None,None,原材料：米、米こうじ,,,,,,,
147,546,〆張鶴　大吟醸 金ラベル,蔵元：宮尾酒造株式会社,蔵元：新潟県村上市上片町5-15,非純米,精米歩合：35%,度数：16度,None,None,None,原料：米・米こうじ・醸造用アルコール,,,,,,,
148,549,天巧 純米大吟醸,蔵元：小玉醸造株式会社,蔵元：秋田県潟上市飯田川飯塚字飯塚34-1,純米,精米歩合：40%,度数：16度以上17度未満,日本酒度：+2.0,酸度：1.5,None,原料：米・米こうじ,原料米：山田錦100%,,,,,,
149,554,太冠 純米吟醸,蔵元：太冠酒造株式会社,蔵元：山梨県南アルプス市上宮地57,純米,精米歩合：50%,度数：15度以上16度未満,日本酒度：+5,酸度：1.6,None,原料：米・米こうじ,原料米：雄町,,,,,,
150,557,男山　生もと 純米酒,蔵元：男山株式会社,蔵元：北海道旭川市永山二条7丁目,純米,精米歩合：60%,度数：15度,None,None,None,原料：米・米こうじ,,,,,,,
151,561,亀遊 純米吟醸 生酒,蔵元：池亀酒造株式会社,蔵元：福岡県久留米市三潴町草場545 ,純米,精米歩合　：55%,度数　：15度,None,None,None,原料　：　米・米こうじ,,,,,,,
152,565,六號　ひやおろし　特別純米酒,蔵元：新政酒造株式会社,蔵元：秋田県秋田市大町6-2-35,純米,精米歩合　：60%,度数　：16度,None,None,None,原料　：　米・米こうじ,使用酵母　：六号酵母,,,,,,
153,568,大山 特別純米酒,蔵元：加藤嘉八郎酒造株式会社,蔵元：山形県鶴岡市大山三丁目1-38,None,精米歩合：60%,度数　：　15～16度未満,None,None,None,None,,,,,,,
154,572,みやさか　純米吟醸,蔵元：宮坂醸造株式会社,蔵元：長野県諏訪市元町1-16,None,精米歩合：50%,度数：16度,None,None,None,原材料：米・米こうじ,原料米：美山錦100%,,,,,,
155,576,開華　純米吟醸,蔵元：第一酒造株式会社,蔵元：栃木県佐野市田島町488,純米,精米歩合：53%,度数：16度,None,None,None,原材料：米・米こうじ,,,,,,,
156,580,繁桝 限定大吟醸　生々,蔵元：株式会社　高橋商店,蔵元：福岡県八女市本町2-22-1,非純米,精米歩合：50%,度数：17度以上18度未満,None,None,None,原材米：山田錦100%,原材料：米（国産）・米麹（国産）・醸造アルコール,,,,,,
157,584,開華 純米 あらばしり 無濾過生原酒,蔵元：第一酒造株式会社,蔵元：栃木県佐野市田島町488,純米,精米歩合：65%,度数：17度,None,None,None,原材料：米・米こうじ,,,,,,,
158,588,夏子物語 特別純米酒,蔵元：久須美酒造株式会社,蔵元：新潟県長岡市小島谷1537-2,純米,精米歩合：55%,度数：15度以上16度未満,None,None,None,原材料：米・米こうじ,,,,,,,
159,591,白岳仙 純米吟醸 奥越五百万石,蔵元：安本酒造有限会社,蔵元：福井県福井市安原町7-4,純米,精米歩合　：58%,度数　：15度以上16度未満,None,None,None,原料　：　米・米こうじ,,,,,,,
160,594,龍力 特別純米 生もと仕込み,蔵元：株式会社　本田商店,蔵元：兵庫県姫路市網干区高田361-1,純米,精米歩合：65%,度数：16度以上17度未満,None,None,None,原材料：米・米こうじ,,,,,,,
161,597,出羽桜 純米吟醸酒 無濾過生原酒,蔵元：出羽桜酒造株式会社,蔵元：山形県天童市一日町１丁目4-6,None,精米歩合　：50%,度数　：　17度,None,None,None,原材料：米・米こうじ,,,,,,,
162,600,大山 封印酒 純米吟醸,蔵元：加藤嘉八郎酒造株式会社,蔵元：山形県鶴岡市大山三丁目1-38,None,精米歩合：50%,度数　：　15～16度未満,None,None,None,None,,,,,,,
163,604,真鶴 純米大吟醸 飛翔,蔵元：株式会社 田中酒造店,蔵元：宮城県加美郡加美町字西田88-1,純米,精米歩合：40%,度数：15～16度未満,日本酒度：+1.0～+2.0,酸度：1.0ml～1.2ml,アミノ酸度：1.0ml～1.2ml,原材米：兵庫県産山田錦100%,原材料：米、米麹,仕込水：奥羽山系湧水,,,,,
164,607,真鶴 純米吟醸,蔵元：株式会社 田中酒造店,蔵元：宮城県加美郡加美町字西田88-1,純米,精米歩合：50%,度数：15～16度未満,None,None,None,原材料：米、米麹,,,,,,,
165,611,梅乃宿 特別純米酒,蔵元：梅乃宿酒造 株式会社,蔵元：奈良県葛城市東室27,純米,精米歩合　：55%,度数　：15～16度未満,None,None,None,原料　：　米・米こうじ,,,,,,,
166,615,楯野川 純米大吟醸 美山錦,蔵元：楯の川酒造株式会社,蔵元：山形県酒田市山楯字清水田27,純米,精米歩合：50%,度数：15度以上16度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
167,619,啓翁桜　純米大吟醸,蔵元：和田酒造合資会社,蔵元：山形県西村山郡河北町谷地甲17,純米,精米歩合：40%,度数：15度以上16度未満,日本酒度：+3,酸度：1.4,None,原材料名：米、米こうじ,原料米：改良信交100%,,,,,,
168,622,雪男 純米酒,蔵元：青木酒造株式会社,蔵元：新潟県南魚沼市塩沢1214,純米,精米歩合：60%,度数：15度,None,None,None,原材料名：米、米こうじ,,,,,,,
169,625,六號　なまざけ　特別純米酒,蔵元：新政酒造株式会社,蔵元：秋田県秋田市大町6-2-35,純米,精米歩合　：60%,度数　：15度,None,None,None,原料　：　米・米こうじ,使用酵母　：きょうかい6号,,,,,,
170,629,麹屋 純米吟醸,蔵元：株式会社　高橋商店,蔵元：福岡県八女市本町2-22-1,純米,精米歩合：55%,度数：15度以上16度未満,日本酒度：+2,酸度：1.4,None,原材料：米・米麹,,,,,,,
171,632,豊盃 純米吟醸,蔵元：三浦酒造株式会社,蔵元：青森県弘前市大字石渡5-1-1,純米,精米歩合：55%,度数：15度以上16度未満,None,None,None,原材料：米（国産）・米麹（国産米）,,,,,,,
172,636,六十餘洲 純米吟醸,蔵元：今里酒造株式会社,蔵元：長崎県東彼杵郡波佐見町宿郷596,純米,精米歩合：50%,度数：16度,None,None,None,原料：米・米麹,原料米：山田錦,,,,,,
173,640,梅乃宿 純米吟醸 山廃仕込,蔵元：梅乃宿酒造 株式会社,蔵元：奈良県葛城市東室27,純米,精米歩合　：50%,度数　：17～18度未満,None,None,None,原料　：　米・米こうじ,,,,,,,
174,645,奥 純米吟醸原酒,蔵元：山﨑合資会社,蔵元：愛知県西尾市西幡豆町柿田57,純米,精米歩合：60%,度数：18.5度未満,None,None,None,原料：米・米こうじ,,,,,,,
